Brand Name	Mfg Code	Warranty Description	Warranty URL	Warranty Tel#	Warranty Months	Months for Parts	Comments
Gremsy	GRMS	Gremsy	https://gremsy.com/support/terms-and-conditions?srsltid=AfmBOoqvl-Udq0fgT8RNeAIsht3cPGuicZWimCexInbqdVN51iVEMcFv		12.0	12.0	As per Adorama
Gretsch	GRTSCH	Gretsch	https://www.gretschguitars.com/support/warranty	8008569801	24.0	24.0	
Griffin Technology	GF	Griffin Technology	https://incipio.com/pages/warranty-return-policy	8888931638			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Grip-It	GI						Mfr Not Found
Groove Tubes	GROOVT	Groove Tubes	https://www.thetubestore.com/return-policy				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
GrooveTech	GRTECH						Mfr Not Found
Gruv Gear	GRUVG	Gruv Gear	https://gruvgear.com/pages/warranty-info	7142534788	24.0	24.0	
G-Technology	G5	G-Technology	https://www.westerndigital.com/support/store/warranty-policy				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
GTI	VR	GTI	https://www.gtilite.com/warranty	8455627066	12.0	12.0	
GTX Studio		GTX Studio	https://gtxproductsgroup.com/index.php	8007199969	12.0	12.0	
		Batteries	https://gtxproductsgroup.com/index.php	8007199969	3.0	3.0	
Guitar Pro	GTRPR						Warranty Not Applicable
Gunnar Optiks	GNR	Gunnar Optiks	https://gunnar.com/pages/warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
GunVault	GU	GunVault	https://gunvault.com/warranty	8476651626	12.0	12.0	
Gura Gear	GURA	Gura Gear	https://guragear.com/pages/warrenty		60.0	60.0	
Gurmoir							Not in Adorama Brand List
GVB Gear							Mfr Not Found
GVM	CLAR	GVM	https://gvmled.com/refund_returns/	6505348186	12.0	12.0	
GyroVu	GYROVU		https://www.gyrovu.com	8183815509			Warranty Not Available on MFR
H&A	FIIL	H&A	https://www.adorama.com	8008150702	12.0	12.0	Adorama Private Brand
H&Y	HANDY	H&Y	https://hyfilters.net/contact-us		12.0	12.0	
Hagstrom	HAGS	Hagstrom	https://www.hagstromguitars.com		120.0	120.0	As per Adorama
Hahnel	HE	Batteries	https://www.hahnel.ca/warranty	6312426801	24.0	24.0	
	HE	Speedlight, Trigger & Charger	https://www.hahnel.ca/warranty	6312426801	12.0	12.0	
Hahnemuhle	HH	Hahnemuhle	https://www.hahnemuehle.com/en				Warranty Not Applicable
Haida	HAIDA	Haida	https://haidaphoto.com		12.0	12.0	As per Adorama
Hal Leonard	HLC						Warranty Not Applicable
Halcyon							Mfr Not Found
Hall Research	HLRSRCH	Hall Research	https://halltechav.com/warranty	8009596439	36.0	36.0	
Hall Technologies		Hall Research	https://halltechav.com/warranty	8009596439	36.0	36.0	
Hamilton Buhl	CV	Hamilton Buhl	https://www.hamiltonbuhl.com/product-warranty-registration	8006310868	12.0	12.0	
Hamzer							Not in Adorama Brand List
Hanatora							Mfr Not Found
HandeVision							Mfr Not Found
Hangman	HNG	Hangman	https://hangmanproducts.com/pages/warranty	8186100487	60.0	60.0	
Hannay	RG	Hannay	https://www.hannay.com/en-US/support/warranty	5187973791	36.0	36.0	
Haoge			https://haogefoto.com				Warranty Not Available on MFR
Hardcase	HRDCS	Hardcase	https://www.hardcase.com/home/warranty		99.0	99.0	
Harman	IL	Harman	https://support.harmankardon.com/us/en	8004228027	12.0	12.0	
Harman Kardon		Harman Kardon	https://support.harmankardon.com/us/en	8004228027	12.0	12.0	
Harrison							Mfr Not Found
Hartblei			https://www.hartblei.com/inpage/terms-and-conditions				Warranty Not Available on MFR
Hartke	HARTKE	Hartke	https://www.hartke.com/support/warranty-information	5168707200	24.0	24.0	
Hasselblad	HS	Hasselblad	https://www.hasselblad.com	9087545800			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Hauppauge	HW	Hauppauge	https://www.hauppauge.com/pages/support/warranty.html	6314341600	24.0	24.0	
Hawk Woods	HWKWDS	Hawk Woods	https://www.hawkwoods.co.uk/Cine/repairs.php		12.0	12.0	
Hawke Sport Optics	HSO	Hawke Sport Optics	https://us.hawkeoptics.com	8774295347			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Hawkwood	HKW						Not in Adorama Brand List
Hazard 4	RG	Hazard 4	https://hazard4.com/pages/warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
HCO Outdoor	HCO		https://www.nativeoutdoors.com/hco-outdoors-en	8776507938			Warranty Not Available on MFR
HDfury	HDFRY	HDfury	https://www.hdfury.com/faq				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Headliner	HDL	Headliner	https://headliner-la.com		12.0	12.0	As per Adorama
Headrush	HEAD	Headrush	https://www.headrushfx.com		12.0	12.0	As per Adorama
Hear Technologies	HEARTC	Hear Technologies	https://heartechnologies.com/support/limited_warranty.html	2569221200	12.0	12.0	
Hedbox		Hedbox	https://www.hedbox.com/warranty-conditions				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
HEDEN	HDN	Lens Motor,Lens Control System	https://heden.se/support/warranty		12.0	12.0	
	HDN	Batteries	https://heden.se/support/warranty		3.0	3.0	
Heico	CH						Warranty Not Applicable
Heil Sound	HEILS	Heil Sound	https://heilsound.com/warranty		12.0	12.0	
	HEILS	Microphones	https://heilsound.com/warranty		36.0	36.0	
Heil	HEILS	Heil Sound	https://heilsound.com/warranty		12.0	12.0	
	HEILS	Microphones	https://heilsound.com/warranty		36.0	36.0	
Heliopan	HP	Heliopan	https://heliopan.com/warranty		99.0	99.0	
Henry Engineering	HNRYENG	Henry Engineering	https://henryeng.com	5624933589	12.0	12.0	As per Adorama
Hensel	HL		https://hensel-usa.com/pages/return-policy				Warranty Not Available on MFR
Hercules	HERCU	Hercules	https://www.hercules.com/en-us		12.0	12.0	As per Adorama
Hercules Stands	HERSTAN						Not in Adorama Brand List
Heritage Audio	HRTG	Heritage Audio	https://heritageaudio.com	8006053127	12.0	12.0	As per Adorama
HEROVIEW	HEROVIEW	HEROVIEW			12.0	12.0	As per Adorama
Hewes	DK		http://www.hewes.co.uk/spirals.htm				Warranty Not Available on MFR
HGST							Mfr Not Found
Hi Rise Camera	HIR	Hi Rise Camera	https://www.hirisecamera.com	8773051950	120.0	120.0	
Hi-Dow							Not in Adorama Brand List
HiFiMan	HIFIMAN	HiFiMan	https://store.hifiman.com/index.php/warranty-policy	2014434626			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
HighPoint							Mfr Not Found
Hikvision	HIKV	Hikvision	https://www.hikvision.com/us-en	8662006690			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Hitachi	HI	Hitachi	http://www.hitachidigitalmedia.com/en-gb/warranty		12.0	12.0	
Hitec		Servos	https://hitecrcd.com/support/warranty-service	8587486948	24.0	24.0	
		Chargers	https://hitecrcd.com/support/warranty-service	8587486948	12.0	12.0	
HiTi	H2	HiTi	https://www.hiti.com	9095940099			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Hitron Technologies		Hitron Technologies	https://us.hitrontech.com/legal/limited-warranty-statement		6.0	6.0	
Hive	HIVE	Hive	https://hivelighting.com/repairs	3107734362	24.0	24.0	
HiViz	H4	HiViz	https://www.hivizsights.com/learn/why-hiviz	3072232785	12.0	12.0	
HK Audio	HKAU	HK Audio	https://hkaudio.com/warranty-registration		60.0	60.0	
Hme	RG						Mfr Not Found
Hobolite	HOBOLITE	Hobolite	https://www.hobolite.com/pages/product-warranty		12.0	12.0	
Hohem		Hohem	https://store.hohem.com/pages/process-a-warranty	8889658512	12.0	12.0	
Holga	H3						Mfr Not Found
Hollyland	HLYLN	Hollyland	https://store.hollyland.com/pages/warranty-policy				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Holophone	HX		https://www.holophone.com/disclaimer	4163627790			Warranty Not Available on MFR
Honda	RG	Honda	https://powerequipment.honda.com/support/warranty	7704976400			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Honeycomb	SNAKEBYTE	Honeycomb	https://flyhoneycomb.com/pages/refund-policy	8333877554	24.0	24.0	
	SNAKEBYTE	Flight Control tension band	https://flyhoneycomb.com/pages/refund-policy	8333877554	60.0	60.0	
Honeywell	HNYWL	Honeywell	https://sps.honeywell.com/us/en				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Hoodman	HN	Hoodman	https://hoodmanusa.com	3102228608			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Hoppe's	HPS	Hoppe's	https://www.hoppes.com/hoppes-support/ho-warranty.html	8004233537	12.0	12.0	
Horseman							Mfr Not Found
Hosa Technology	HOSA	Hosa Technology	https://hosatech.com/warranty	7145228878			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Hot Rod							Mfr Not Found
House of Marley		House of Marley	https://www.thehouseofmarley.com/customer-support	8882511076	24.0	24.0	
HoverCam	HVRCM	HoverCam	https://www.hovercam.com/support/warranty	8662012056			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Hoya	HY	Hoya	https://hoyafilterusa.com	8004211141			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
HP	IH	HP	https://www.hp.com/us-en/privacy/limited_warranty.html	8004746836			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
HPRC	HV	HPRC	https://www.hprcusa.com/en/pages/help/product-warranty.html	2019893353	99.0	99.0	
HTC	HTC	HTC	https://www.htc.com/us/support/warranty-statement.html		12.0	12.0	
HUANUO							No SKU is not listed on Adorama
Huawei			https://www.huawei.com/en				Warranty Not Available on MFR
HuddleCamHD	HUDDL	HuddleCamHD	https://huddlecamhd.com	8004865276			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Huddly							No SKU is not listed on Adorama
Hudson Spider	HUDSPI	Hudson Spider	https://www.hudsonspider.com	6618881305	12.0	12.0	As per Adorama
Hughes & Kettner	H&K	Hughes & Kettner	https://hughes-and-kettner.com/warranty		36.0	36.0	
Huion	HUI	Huion	https://www.huion.com/warranty.html		12.0	12.0	
Humvee Gear	ZZ	Humvee Gear	https://www.campcoshop.com/pages/faqs	3237662555	12.0	12.0	
Hybrid Fiber Systems	CMPLX	Hybrid Fiber Systems	https://www.camplex.com	8004457568	12.0	12.0	
Hyper	TG	Hyper	https://www.hypershop.com/pages/contact-us	8446746789	12.0	12.0	
HyperDrive		HyperDrive	https://www.hypershop.com/pages/contact-us	8446746789	12.0	12.0	
Hyperion		Hyperion	https://www.hyperion-world.com		12.0	12.0	
		Batteries	https://www.hyperion-world.com		6.0	6.0	
HyperX	HYPERX	HyperX	https://hyperx.com/pages/limited-warranty-statement	8884849335			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
HYTE	HYTE	PC Case	https://hyte.com/warranty-service		36.0	36.0	
	HYTE	Power Supply	https://hyte.com/warranty-service		120.0	120.0	
	HYTE	Headsets	https://hyte.com/warranty-service		36.0	36.0	
	HYTE	PC Accessories	https://hyte.com/warranty-service		36.0	36.0	
Hyundai Technology	HYUN	Laptops, Notebooks	https://hyundaitechnology.com/warranty-policy	8005600626	12.0	12.0	
	HYUN	Tablets and Phablets	https://hyundaitechnology.com/warranty-policy	8005600626	12.0	12.0	
	HYUN	Desktop Computers, Mini PC	https://hyundaitechnology.com/warranty-policy	8005600626	12.0	12.0	
	HYUN	Monitors	https://hyundaitechnology.com/warranty-policy	8005600626	12.0	12.0	
	HYUN	Accessories and Peripherals	https://hyundaitechnology.com/warranty-policy	8005600626	12.0	12.0	
	HYUN	External SSD	https://hyundaitechnology.com/warranty-policy	8005600626	60.0	60.0	
	HYUN	Internal Memory	https://hyundaitechnology.com/warranty-policy	8005600626	60.0	60.0	
	HYUN	Internal SSD	https://hyundaitechnology.com/warranty-policy	8005600626	60.0	60.0	
	HYUN	USB Flash Storage	https://hyundaitechnology.com/warranty-policy	8005600626	99.0	99.0	
	HYUN	MicroSD Memory Cards	https://hyundaitechnology.com/warranty-policy	8005600626	99.0	99.0	
IAdea							No SKU is not listed on Adorama
Ianiro			http://www.ianiroled.com				Warranty Not Available on MFR
IB/E Optics	RG		https://www.ibe-optics.com				Warranty Not Available on MFR
iBaby	IBABY	iBaby	https://ibabylabs.com/product-warranty	6503962436	12.0	12.0	
Ibanez	IBANEZ	Electric Guitar & Basses	http://shop.ibanez.com/bottommenu/warranty-terms-conditions	2156388670	12.0	12.0	
	IBANEZ	Acoustic Instruments	http://shop.ibanez.com/bottommenu/warranty-terms-conditions	2156388670	99.0	99.0	
	IBANEZ	Components of Acou. Instrument	http://shop.ibanez.com/bottommenu/warranty-terms-conditions	2156388670	12.0	12.0	
	IBANEZ	Amplifier and Pedal	http://shop.ibanez.com/bottommenu/warranty-terms-conditions	2156388670	60.0	60.0	
iBend	E4						Mfr Not Found
iBenzer	IBNZR	iBenzer	https://www.ibenzer.com	7188867868	1.0	1.0	
iBOLT		iBOLT	https://iboltmounts.com/warranty		24.0	24.0	
iBower	BOWER	iBower	https://bowerusa.com/pages/warranty	8004467244	12.0	12.0	
iBUYPOWER	IBYPWR	iBUYPOWER	https://www.ibuypower.com	8884623899			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Ice							Mfr Not Found
ICON Digital	ICOND	ICON Digital	https://iconproaudio.com/waranty		12.0	12.0	
IDANCE	IDAN		https://idanceintl.com				Warranty Not Available on MFR
iDC PhotoVideo							Mfr Not Found
Identiv	SCM	Identiv	https://shop.identiv.com	8888098880	12.0	12.0	
iDevices	IDVCS	Plug and play products	https://idevicesinc.com	8002773381	12.0	12.0	
	IDVCS	In-wall products	https://idevicesinc.com	8002773381	24.0	24.0	
Idolcam	IDOLCAM	Idolcam	https://www.idolcam.co/shippingreturn.html		24.0	24.0	
IDX	DX	IDX	https://admin.idxtek.com/warranty-eu	3103282850			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
iFi AUDIO	IFI	iFi AUDIO	https://ifi-audio.com/about-ifi/warranty		12.0	12.0	
iFootage	IFTG	Hardware	https://www.ifootagegear.com/a/warranty		36.0	36.0	
	IFTG	Electronic	https://www.ifootagegear.com/a/warranty		12.0	12.0	
Iftron Tech							No SKU is not listed on Adorama
Ignite Digital	RG		https://www.ignitedigi.com.au				Warranty Not Available on MFR
iHip Digital	NP	iHip Digital	https://ihip.com/pages/warranty		12.0	12.0	
iHome	IHOME	iHome	https://ihome.com		12.0	12.0	
iiwey							No SKU is not listed on Adorama
IK Multimedia	IKM	IK Multimedia	https://www.ikmultimedia.com/legal/index.php	9548469101	24.0	24.0	
	IKM	Accessories	https://www.ikmultimedia.com/legal/index.php	9548469101	3.0	3.0	
Ikan	I1	Ikan	https://ikancorp.com/support/service-warranty	7132728822	12.0	12.0	
E-Image	I1	E-Image	https://www.eimagevideo.com/En/index		12.0	12.0	
Ikegami	IKEG	Ikegami	https://www.ikegami.com/service	2013689171			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Ikelite	IK	Ikelite	https://www.ikelite.com	3179234523			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
iKross	IKRS						Mfr Not Found
Ilford	IL	Ilford	https://www.ilfordphoto.com/				Warranty Not Applicable
Illuminati Instrument	ILLUMTI	Illuminati Instrument	https://illuminatiinstruments.com		12.0	12.0	
I'm Back	IMBCK		https://imback.eu/home				Warranty Not Available on MFR
Image Line	IMGLN						Warranty Not Applicable
Imaging Source		Imaging Source	https://www.theimagingsource.com	7043700110	36.0	36.0	
IMALENT		IMALENT	https://www.imalentstore.com/pages/our-service		24.0	24.0	
IMC							Mfr Not Found
iMicro	IMICRO						Mfr Not Found
Impact	IMPACT	Impact	https://www.impactstudiolighting.com/warranty	2125942120	12.0	12.0	
Impact Soundworks	IMPCT						Warranty Not Applicable
Incase	INC	Incase	https://www.incase.com/pages/warranty	8888931638	12.0	12.0	
Incipio	GF	Incipio	https://incipio.com/pages/warranty-and-return-policy	8888931638	99.0	99.0	
Indie Dolly Systems							Mfr Not Found
Indigisounds	INDG						Warranty Not Applicable
IndiPRO	INDI	IndiPRO	https://indiprotools.com/pages/warranty	5162060171			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Induro	I2						Mfr Not Found
InFocus	IC	InFocus	https://s3.amazonaws.com/infocus.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Inkpress	IJ	Inkpress	http://www.inkpresspaper.com				Warranty Not Applicable
InnerSpace	RG	InnerSpace	https://www.innerspacecases.com/limited-lifetime-warranty	8187673030	99.0	99.0	
InnoGear							No SKU is not listed on Adorama
INNOREL							Mfr Not Found
Innova Art	IN						Warranty Not Applicable
INOGENI	INOG	INOGENI	https://inogeni.com/warranty-and-returns	4186513383	24.0	24.0	
Inovativ	INO	Inovativ	https://inovativ.com/pages/product-registration	6269695300	60.0	60.0	
Insignia							Mfr Not Found
Inspired Flight	INF	Inspired Flight	https://www.inspiredflight.com/limited-warranty.php	8057763640	12.0	12.0	
INSSTRO							No SKU is not listed on Adorama
Insta360	INSTA360	Insta360	https://www.insta360.com/support/care_warranty	8006920360			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
